,home_team,away_team,home_goals_x,away_goals_x,date_x,round,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Blocked Shots_home,Blocked Shots_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Yellow Cards_home,Yellow Cards_away,Total Passes_home,Total Passes_away,Completed Passes_home,Completed Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Red Cards_home,Red Cards_away,season,Expected Goals (xG)_home,Expected Goals (xG)_away,Clearances Completed_home,Clearances Completed_away,home_goals_y,away_goals_y,date_y,referee,stadium,capacity,attendance,stadium name,stadium city,Stadium,Club,Location,Opened,Closed,Capacity,Pitch length m,Pitch width m,latitude,longitude,longitude_decimal,latitude_decimal,transformed_date,weather_temperature_[C],weather_precipitation_[mm],weather_wind_[km/h],weather_humidity_[%],weather_cloud_cover_[%],sum_of_goals
874,Burnley,Bournemouth,0,2,03.03.2024 14:00,27,75,25,20,10,6,3,14,7,0,0,17,10,7,2,2,4,29,18,1,6,8,13,2,4,608,206,0,0,19,20,126,72,78,25,0,0,23-24,1.6,1.19,12,35,0,2,03.03.2024 14:00,Coote D. (Eng),Turf Moor (Burnley),22 546,19 713,Turf Moor,Burnley,Turf Moor,Burnley,Burnley,1883,,21744,105.0,68.0,53°47′21″N,2°13′49″W,-2.230277777777778,53.78916666666667,2024-03-03T14:00,6.7,0.1,9.5,68,100,2
875,Luton,Aston Villa,2,3,02.03.2024 18:30,27,47,53,13,12,5,8,8,4,0,0,20,11,8,6,3,1,12,20,5,3,8,19,1,4,365,444,0,0,11,15,80,68,43,33,0,0,23-24,2.29,1.81,16,26,2,3,02.03.2024 18:30,Oliver M. (Eng),Kenilworth Road (Luton),12 300,11 594,Kenilworth Road,Luton,Kenilworth Road,Luton,Luton,1905,,10265,100.6,65.8,51°53′03″N,0°25′54″W,-0.4316666666666667,51.884166666666665,2024-03-02T18:30,4.0,0.0,12.3,83,18,5
876,Brentford,Chelsea,2,2,02.03.2024 16:00,27,32,68,14,17,5,6,9,11,0,0,13,10,0,6,1,4,21,21,4,3,10,9,3,1,297,642,0,0,22,26,96,137,34,44,0,0,23-24,2.07,1.66,20,16,2,2,02.03.2024 16:00,Gillett J. (Aus),Brentford Community Stadium (London),17 250,17 140,Brentford Community Stadium,London,Brentford Community Stadium,Brentford,London,2020,,17250,105.0,68.0,51°29′26.97″N,0°17′19.32″W,-0.2887,51.490825,2024-03-02T16:00,7.6,0.2,19.0,68,14,4
877,Everton,West Ham,1,3,02.03.2024 16:00,27,55,45,22,12,11,5,11,7,0,0,7,11,4,5,2,1,20,16,2,10,9,6,1,2,498,407,0,0,10,23,121,105,60,43,0,0,23-24,2.47,1.21,11,31,1,3,02.03.2024 16:00,Pawson C. (Eng),Goodison Park (Liverpool),39 572,39 262,Goodison Park,Liverpool,Goodison Park,Everton,Liverpool,1892,,39414,100.48,68.0,53°26′20″N,002°57′59″W,-2.966388888888889,53.43888888888888,2024-03-02T16:00,3.7,0.3,15.1,95,100,4
878,Fulham,Brighton,3,0,02.03.2024 16:00,27,29,71,12,15,5,5,7,10,0,0,14,18,2,6,2,4,13,14,5,2,16,10,1,2,307,742,0,0,24,16,65,146,30,68,0,0,23-24,1.09,1.11,27,11,3,0,02.03.2024 16:00,Hooper S. (Eng),Craven Cottage (London),26 600,24 460,Craven Cottage,London,Craven Cottage,Fulham,London,1896,,24500,100.0,65.0,51°28′30″N,000°13′18″W,-0.2216666666666666,51.475,2024-03-02T16:00,7.9,0.1,19.6,63,48,3
879,Newcastle,Wolves,3,0,02.03.2024 16:00,27,44,56,14,12,7,3,7,9,0,0,13,8,3,5,0,2,21,26,3,4,8,11,0,1,451,564,0,0,19,8,92,105,35,69,0,0,23-24,2.29,0.7,15,13,3,0,02.03.2024 16:00,Robinson T. (Eng),St. James' Park (Newcastle),52 305,52 206,St. James' Park,Newcastle,St James' Park,Newcastle,Newcastle upon Tyne,1880,,52257,105.0,68.0,54°58′32″N,001°37′18″W,-1.6216666666666666,54.97555555555556,2024-03-02T16:00,6.0,0.1,19.2,84,100,3
880,Nottingham,Liverpool,0,1,02.03.2024 16:00,27,30,70,8,22,2,2,6,20,0,0,12,13,3,12,2,1,30,23,1,2,11,12,3,2,278,662,0,0,20,20,84,169,36,74,0,0,23-24,1.1,2.1,27,11,0,1,02.03.2024 16:00,Tierney P. (Eng),City Ground (Nottingham),30 404,29 603,City Ground,Nottingham,City Ground,Nottingham,Nottingham,1898,,30404,105.0,68.0,52°56′24″N,001°07′58″W,-1.132777777777778,52.94,2024-03-02T16:00,6.5,0.1,16.2,69,45,1
881,Tottenham,Crystal Palace,3,1,02.03.2024 16:00,27,78,22,14,4,6,1,8,3,0,0,21,9,11,1,2,5,15,10,0,3,7,16,1,2,818,226,0,0,18,16,151,64,105,22,0,0,23-24,1.58,0.41,9,29,3,1,02.03.2024 16:00,Brooks J. (Eng),Tottenham Hotspur Stadium (London),62 850,61 339,Tottenham Hotspur Stadium,London,Tottenham Hotspur Stadium,Tottenham,London,2019,,62850,105.0,68.0,51°36′17″N,000°03′59″W,-0.0663888888888888,51.60472222222222,2024-03-02T16:00,7.5,0.1,19.5,69,34,4
882,West Ham,Brentford,4,2,26.02.2024 21:00,26,41,59,17,14,6,8,11,6,0,0,13,7,1,7,2,4,15,24,6,2,5,9,1,2,396,551,0,0,15,31,112,122,52,70,0,0,23-24,1.56,1.05,35,17,4,2,26.02.2024 21:00,Hooper S. (Eng),London Stadium (London),62 500,62 450,London Stadium,London,London StadiumFormerly Olympic Stadium,West Ham,London,2016[28],,62500,105.0,68.0,51°32′19″N,0°0′59″W,-0.0163888888888888,51.53861111111111,2024-02-26T21:00,3.9,0.0,17.4,88,1,6
883,Wolves,Sheffield Utd,1,0,25.02.2024 14:30,26,63,37,13,12,2,4,11,8,0,0,5,7,5,6,1,0,18,15,4,1,8,4,2,1,608,341,0,0,23,17,97,81,54,51,0,0,23-24,1.23,0.58,25,21,1,0,25.02.2024 14:30,Bond D. (Eng),Molineux Stadium (Wolverhampton),31 750,30 789,Molineux Stadium,Wolverhampton,Molineux Stadium,Wolves,Wolverhampton,1889,,31750,105.0,68.0,52°35′25″N,002°07′49″W,-2.1302777777777777,52.59027777777778,2024-02-25T14:30,7.5,0.0,21.6,70,95,1
884,Arsenal,Newcastle,4,1,24.02.2024 21:00,26,55,45,18,3,8,2,10,1,0,0,8,18,9,0,3,2,15,16,1,4,15,6,1,0,557,462,0,0,11,11,118,55,78,30,0,0,23-24,2.4,0.14,6,21,4,1,24.02.2024 21:00,Tierney P. (Eng),Emirates Stadium (London),60 704,60 298,Emirates Stadium,London,Emirates Stadium,Arsenal,London,2006,,60704,105.0,68.0,51°33′18″N,000°06′31″W,-0.1086111111111111,51.555,2024-02-24T21:00,1.4,0.0,4.8,96,0,5
885,Bournemouth,Manchester City,0,1,24.02.2024 18:30,26,38,62,13,15,4,6,9,9,0,0,6,16,3,8,3,0,16,19,5,4,14,6,2,2,351,582,0,0,23,12,80,121,43,78,0,0,23-24,0.79,1.53,26,14,0,1,24.02.2024 18:30,Gillett J. (Aus),Vitality Stadium (Bournemouth),11 307,11 184,Vitality Stadium,Bournemouth,Dean Court,Bournemouth,Bournemouth,1910,,11307,105.0,68.0,50°44′07″N,1°50′18″W,-1.8383333333333332,50.73527777777778,2024-02-24T18:30,5.2,0.0,7.1,81,34,1
886,Aston Villa,Nottingham,4,2,24.02.2024 16:00,26,58,42,16,10,6,3,10,7,0,0,18,8,7,2,1,2,14,15,1,2,7,16,1,2,512,372,0,0,13,23,79,73,48,37,0,0,23-24,3.35,2.45,22,11,4,2,24.02.2024 16:00,Barrott S. (Eng),Villa Park (Birmingham),42 789,42 422,Villa Park,Birmingham,Villa Park,Aston Villa,Birmingham,1897,,42530,105.0,68.0,52°30′33″N,001°53′05″W,-1.8847222222222224,52.509166666666665,2024-02-24T16:00,6.8,0.0,9.3,70,24,6
887,Brighton,Everton,1,1,24.02.2024 16:00,26,65,35,23,6,7,3,16,3,0,0,17,10,11,3,1,3,11,14,2,6,9,14,2,3,638,350,0,0,16,13,127,52,66,36,1,0,23-24,1.36,0.28,12,28,1,1,24.02.2024 16:00,Harrington T. (Eng),Amex Stadium (Brighton),31 876,31 646,Amex Stadium,Brighton,Falmer Stadium,Brighton,Falmer,2011,,31876,105.0,68.0,50°51′42.56″N,00°04′59.8″W,-0.0832777777777777,50.86182222222222,2024-02-24T16:00,6.3,0.0,9.9,81,86,2
888,Crystal Palace,Burnley,3,0,24.02.2024 16:00,26,56,44,15,2,6,0,9,2,0,0,16,14,12,3,6,2,18,16,0,3,8,14,3,1,477,393,0,0,13,14,115,88,71,25,0,1,23-24,2.67,0.1,12,32,3,0,24.02.2024 16:00,Smith L. (Eng),Selhurst Park (London),25 486,24 042,Selhurst Park,London,Selhurst Park,Crystal Palace,London,1924,,25486,101.0,68.0,51°23′54″N,000°05′08″W,-0.0855555555555555,51.39833333333333,2024-02-24T16:00,6.4,0.1,6.2,81,100,3
889,Manchester Utd,Fulham,1,2,24.02.2024 16:00,26,57,43,21,17,9,5,12,12,0,0,9,6,10,9,2,1,14,17,3,8,6,11,2,5,537,400,0,0,14,18,117,91,59,36,0,0,23-24,1.66,1.1,18,24,1,2,24.02.2024 16:00,Oliver M. (Eng),Old Trafford (Manchester),75 635,73 487,Old Trafford,Manchester,Old Trafford,Manchester Utd,Manchester,1910,,74031,105.0,68.0,53°27′47″N,002°17′29″W,-2.2913888888888887,53.46305555555556,2024-02-24T16:00,7.2,0.0,9.0,69,34,3
890,Liverpool,Luton,4,1,21.02.2024 20:30,26,61,39,29,12,13,3,16,9,0,0,17,17,13,4,2,3,18,16,2,9,15,14,1,4,508,329,0,0,21,22,133,75,71,32,0,0,23-24,3.35,1.03,20,34,4,1,21.02.2024 20:30,Madley A. (Eng),Anfield (Liverpool),61 276,59 896,Anfield,Liverpool,Anfield,Liverpool,Liverpool,1884,,61276,101.0,68.0,53°25′51″N,002°57′39″W,-2.960833333333333,53.43083333333333,2024-02-21T20:30,9.4,0.0,23.0,89,43,5
891,Manchester City,Brentford,1,0,20.02.2024 20:30,18,70,30,25,6,11,2,14,4,0,0,9,13,10,1,1,3,14,13,2,10,12,6,2,4,712,301,0,0,6,11,138,64,125,25,0,0,23-24,2.46,0.34,20,27,1,0,20.02.2024 20:30,England D. (Eng),Etihad Stadium (Manchester),55 097,-1,Etihad Stadium,Manchester,City of Manchester Stadium,Manchester City,Manchester,2003[17],,53400,105.0,68.0,53°28′59″N,002°12′01″W,-2.200277777777778,53.48305555555556,2024-02-20T20:30,9.2,0.1,14.4,92,31,1
892,Everton,Crystal Palace,1,1,19.02.2024 21:00,25,63,37,19,10,4,4,15,6,0,0,14,9,3,6,1,2,26,37,3,3,8,12,0,2,527,315,0,0,25,15,141,99,69,49,0,0,23-24,1.66,0.62,15,37,1,1,19.02.2024 21:00,Tierney P. (Eng),Goodison Park (Liverpool),39 572,38 164,Goodison Park,Liverpool,Goodison Park,Everton,Liverpool,1892,,39414,100.48,68.0,53°26′20″N,002°57′59″W,-2.966388888888889,53.43888888888888,2024-02-19T21:00,7.3,0.0,10.0,85,62,2
893,Luton,Manchester Utd,1,2,18.02.2024 17:30,25,58,42,22,21,4,9,18,12,0,0,22,11,8,6,4,1,12,10,7,3,7,21,3,5,528,391,0,0,14,14,107,85,83,39,0,0,23-24,1.75,3.11,12,26,1,2,18.02.2024 17:30,Coote D. (Eng),Kenilworth Road (Luton),12 300,11 483,Kenilworth Road,Luton,Kenilworth Road,Luton,Luton,1905,,10265,100.6,65.8,51°53′03″N,0°25′54″W,-0.4316666666666667,51.884166666666665,2024-02-18T17:30,11.7,0.0,14.8,76,4,3
894,Sheffield Utd,Brighton,0,5,18.02.2024 15:00,25,21,79,6,24,1,10,5,14,0,0,7,5,5,10,2,2,15,13,5,1,3,5,1,4,226,871,0,0,8,15,43,138,26,90,1,0,23-24,0.64,3.34,37,13,0,5,18.02.2024 15:00,Attwell S. (Eng),Bramall Lane (Sheffield),32 050,29 522,Bramall Lane,Sheffield,Bramall Lane,Sheffield Utd,Sheffield,1855,,32050,101.0,68.0,53°22′13″N,001°28′15″W,-1.4708333333333334,53.37027777777778,2024-02-18T15:00,12.3,0.0,22.5,75,26,5
895,Manchester City,Chelsea,1,1,17.02.2024 18:30,25,70,30,31,9,5,6,26,3,0,0,17,7,12,1,0,5,19,11,5,4,7,12,1,3,711,307,0,0,15,28,140,54,121,21,0,0,23-24,2.81,1.42,10,53,1,1,17.02.2024 18:30,Madley A. (Eng),Etihad Stadium (Manchester),55 097,53 509,Etihad Stadium,Manchester,City of Manchester Stadium,Manchester City,Manchester,2003[17],,53400,105.0,68.0,53°28′59″N,002°12′01″W,-2.200277777777778,53.48305555555556,2024-02-17T18:30,11.8,1.0,24.6,91,100,2
896,Burnley,Arsenal,0,5,17.02.2024 16:00,25,35,65,8,16,0,7,8,9,0,0,9,17,4,6,5,1,13,16,2,0,11,8,2,1,316,603,0,0,17,15,82,98,33,56,0,0,23-24,0.28,2.6,21,13,0,5,17.02.2024 16:00,Gillett J. (Aus),Turf Moor (Burnley),22 546,21 311,Turf Moor,Burnley,Turf Moor,Burnley,Burnley,1883,,21744,105.0,68.0,53°47′21″N,2°13′49″W,-2.230277777777778,53.78916666666667,2024-02-17T16:00,11.7,1.3,23.1,92,100,5
897,Fulham,Aston Villa,1,2,17.02.2024 16:00,25,52,48,15,12,4,3,11,9,0,0,14,12,4,4,2,6,14,16,1,3,11,6,5,2,450,425,0,0,14,11,92,67,54,35,0,0,23-24,1.26,1.66,10,28,1,2,17.02.2024 16:00,Smith L. (Eng),Craven Cottage (London),26 600,24 401,Craven Cottage,London,Craven Cottage,Fulham,London,1896,,24500,100.0,65.0,51°28′30″N,000°13′18″W,-0.2216666666666666,51.475,2024-02-17T16:00,11.7,0.0,20.9,87,100,3
898,Newcastle,Bournemouth,2,2,17.02.2024 16:00,25,63,37,17,12,5,7,12,5,0,0,25,9,4,2,0,3,20,13,5,3,9,23,1,3,478,275,0,0,16,22,104,103,53,34,0,0,23-24,2.53,2.16,16,23,2,2,17.02.2024 16:00,Salisbury M. (Eng),St. James' Park (Newcastle),52 305,52 224,St. James' Park,Newcastle,St James' Park,Newcastle,Newcastle upon Tyne,1880,,52257,105.0,68.0,54°58′32″N,001°37′18″W,-1.6216666666666666,54.97555555555556,2024-02-17T16:00,11.5,0.1,17.3,86,100,4
899,Nottingham,West Ham,2,0,17.02.2024 16:00,25,48,52,19,10,8,3,11,7,0,0,16,14,5,2,1,1,19,15,3,6,13,15,4,6,406,430,0,0,21,17,74,120,42,55,0,1,23-24,2.79,0.6,19,15,2,0,17.02.2024 16:00,Bramall T. (Eng),City Ground (Nottingham),30 404,29 489,City Ground,Nottingham,City Ground,Nottingham,Nottingham,1898,,30404,105.0,68.0,52°56′24″N,001°07′58″W,-1.132777777777778,52.94,2024-02-17T16:00,13.0,0.0,22.6,86,100,2
900,Tottenham,Wolves,1,2,17.02.2024 16:00,25,71,29,15,12,4,7,11,5,0,0,15,9,10,4,1,2,19,10,5,3,8,13,0,1,748,300,0,0,23,16,156,70,129,41,0,0,23-24,1.12,1.59,7,38,1,2,17.02.2024 16:00,Taylor A. (Eng),Tottenham Hotspur Stadium (London),62 850,61 532,Tottenham Hotspur Stadium,London,Tottenham Hotspur Stadium,Tottenham,London,2019,,62850,105.0,68.0,51°36′17″N,000°03′59″W,-0.0663888888888888,51.60472222222222,2024-02-17T16:00,11.8,0.0,19.2,89,100,3
901,Brentford,Liverpool,1,4,17.02.2024 13:30,25,37,63,15,15,6,8,9,7,0,0,20,7,1,6,3,2,16,15,4,5,4,18,2,1,357,614,0,0,16,12,89,128,43,59,0,0,23-24,1.31,2.11,21,17,1,4,17.02.2024 13:30,Oliver M. (Eng),Brentford Community Stadium (London),17 250,17 193,Brentford Community Stadium,London,Brentford Community Stadium,Brentford,London,2020,,17250,105.0,68.0,51°29′26.97″N,0°17′19.32″W,-0.2887,51.490825,2024-02-17T13:30,13.2,0.1,18.0,85,100,5
902,Crystal Palace,Chelsea,1,3,12.02.2024 21:00,24,23,77,13,14,4,5,9,9,0,0,11,16,1,7,2,4,11,25,2,3,14,7,2,2,244,835,0,0,24,16,54,153,32,82,0,0,23-24,0.5,1.24,32,7,1,3,12.02.2024 21:00,Oliver M. (Eng),Selhurst Park (London),25 486,25 110,Selhurst Park,London,Selhurst Park,Crystal Palace,London,1924,,25486,101.0,68.0,51°23′54″N,000°05′08″W,-0.0855555555555555,51.39833333333333,2024-02-12T21:00,3.6,0.0,14.3,81,21,4
903,Aston Villa,Manchester Utd,1,2,11.02.2024 17:30,24,56,44,23,17,10,5,13,12,0,0,13,9,10,8,0,6,14,7,3,9,9,7,3,2,491,388,0,0,10,25,115,56,66,37,0,0,23-24,2.77,1.81,14,29,1,2,11.02.2024 17:30,Jones R. (Eng),Villa Park (Birmingham),42 789,-1,Villa Park,Birmingham,Villa Park,Aston Villa,Birmingham,1897,,42530,105.0,68.0,52°30′33″N,001°53′05″W,-1.8847222222222224,52.509166666666665,2024-02-11T17:30,7.1,0.0,15.1,79,8,3
904,West Ham,Arsenal,0,6,11.02.2024 15:00,24,29,71,5,25,1,12,4,13,0,0,13,19,2,6,2,2,14,8,6,1,17,11,4,0,287,692,0,0,21,12,71,133,27,70,0,0,23-24,0.3,3.65,23,14,0,6,11.02.2024 15:00,Pawson C. (Eng),London Stadium (London),62 500,62 474,London Stadium,London,London StadiumFormerly Olympic Stadium,West Ham,London,2016[28],,62500,105.0,68.0,51°32′19″N,0°0′59″W,-0.0163888888888888,51.53861111111111,2024-02-11T15:00,10.2,0.1,18.9,72,18,6
905,Nottingham,Newcastle,2,3,10.02.2024 18:30,24,38,62,13,7,3,5,10,2,0,0,6,12,4,4,3,0,24,15,2,1,9,6,1,2,365,624,0,0,20,14,90,109,58,44,0,0,23-24,1.17,0.5,18,34,2,3,10.02.2024 18:30,Taylor A. (Eng),City Ground (Nottingham),30 404,29 451,City Ground,Nottingham,City Ground,Nottingham,Nottingham,1898,,30404,105.0,68.0,52°56′24″N,001°07′58″W,-1.132777777777778,52.94,2024-02-10T18:30,7.9,0.0,6.6,93,100,5
906,Fulham,Bournemouth,3,1,10.02.2024 16:00,24,50,50,7,25,6,4,1,21,0,0,14,12,1,13,1,3,16,22,3,3,11,11,1,2,453,448,0,0,20,17,106,124,37,70,0,0,23-24,1.41,2.3,36,21,3,1,10.02.2024 16:00,England D. (Eng),Craven Cottage (London),26 600,24 271,Craven Cottage,London,Craven Cottage,Fulham,London,1896,,24500,100.0,65.0,51°28′30″N,000°13′18″W,-0.2216666666666666,51.475,2024-02-10T16:00,10.2,0.0,6.2,82,100,4
907,Liverpool,Burnley,3,1,10.02.2024 16:00,24,71,29,25,9,10,4,15,5,0,0,15,13,9,3,2,2,17,13,3,7,11,13,3,2,670,277,0,0,22,14,125,86,65,28,0,0,23-24,2.2,0.61,15,37,3,1,10.02.2024 16:00,Robinson T. (Eng),Anfield (Liverpool),61 276,59 896,Anfield,Liverpool,Anfield,Liverpool,Liverpool,1884,,61276,101.0,68.0,53°25′51″N,002°57′39″W,-2.960833333333333,53.43083333333333,2024-02-10T16:00,8.5,0.0,12.6,80,22,4
908,Luton,Sheffield Utd,1,3,10.02.2024 16:00,24,75,25,20,7,5,3,15,4,0,0,12,9,13,1,2,0,24,24,0,4,7,12,1,2,563,192,0,0,17,26,138,57,87,35,0,0,23-24,1.67,1.71,22,44,1,3,10.02.2024 16:00,Kavanagh C. (Eng),Kenilworth Road (Luton),12 300,11 138,Kenilworth Road,Luton,Kenilworth Road,Luton,Luton,1905,,10265,100.6,65.8,51°53′03″N,0°25′54″W,-0.4316666666666667,51.884166666666665,2024-02-10T16:00,9.5,0.0,7.2,86,100,4
909,Tottenham,Brighton,2,1,10.02.2024 16:00,24,52,48,16,6,6,3,10,3,0,0,19,18,9,6,4,6,24,23,2,4,14,13,2,3,527,475,0,0,10,16,113,82,55,44,0,0,23-24,1.54,1.25,22,24,2,1,10.02.2024 16:00,Barrott S. (Eng),Tottenham Hotspur Stadium (London),62 850,61 445,Tottenham Hotspur Stadium,London,Tottenham Hotspur Stadium,Tottenham,London,2019,,62850,105.0,68.0,51°36′17″N,000°03′59″W,-0.0663888888888888,51.60472222222222,2024-02-10T16:00,10.1,0.0,5.3,90,100,3
910,Wolves,Brentford,0,2,10.02.2024 16:00,24,72,28,17,9,5,6,12,3,0,0,9,12,7,4,1,0,28,12,4,5,11,9,2,3,651,272,0,0,18,17,144,69,86,31,0,0,23-24,1.02,1.92,9,36,0,2,10.02.2024 16:00,Hooper S. (Eng),Molineux Stadium (Wolverhampton),31 750,30 731,Molineux Stadium,Wolverhampton,Molineux Stadium,Wolves,Wolverhampton,1889,,31750,105.0,68.0,52°35′25″N,002°07′49″W,-2.1302777777777777,52.59027777777778,2024-02-10T16:00,8.6,0.0,9.6,81,32,2
911,Manchester City,Everton,2,0,10.02.2024 13:30,24,72,28,19,5,3,1,16,4,0,0,13,7,9,0,1,2,22,18,1,1,6,11,0,2,772,294,0,0,12,21,137,54,80,17,0,0,23-24,1.38,0.24,7,33,2,0,10.02.2024 13:30,Brooks J. (Eng),Etihad Stadium (Manchester),55 097,-1,Etihad Stadium,Manchester,City of Manchester Stadium,Manchester City,Manchester,2003[17],,53400,105.0,68.0,53°28′59″N,002°12′01″W,-2.200277777777778,53.48305555555556,2024-02-10T13:30,8.1,0.1,5.6,83,100,2
912,Brentford,Manchester City,1,3,05.02.2024 21:00,23,28,72,9,25,3,15,6,10,0,0,4,4,8,13,2,0,8,20,12,2,2,4,1,0,279,750,0,0,18,11,58,139,26,98,0,0,23-24,1.08,2.35,31,23,1,3,05.02.2024 21:00,Gillett J. (Aus),Brentford Community Stadium (London),17 250,17 096,Brentford Community Stadium,London,Brentford Community Stadium,Brentford,London,2020,,17250,105.0,68.0,51°29′26.97″N,0°17′19.32″W,-0.2887,51.490825,2024-02-05T21:00,10.5,0.0,26.4,79,100,4
913,Arsenal,Liverpool,3,1,04.02.2024 17:30,23,43,57,15,10,7,1,8,9,0,0,12,14,2,4,3,1,21,29,1,4,11,11,6,4,390,528,0,0,21,11,95,95,57,34,0,1,23-24,3.68,0.46,23,15,3,1,04.02.2024 17:30,Taylor A. (Eng),Emirates Stadium (London),60 704,60 374,Emirates Stadium,London,Emirates Stadium,Arsenal,London,2006,,60704,105.0,68.0,51°33′18″N,000°06′31″W,-0.1086111111111111,51.555,2024-02-04T17:30,11.6,0.0,27.4,83,100,4
914,Bournemouth,Nottingham,1,1,04.02.2024 15:00,23,44,56,9,8,2,6,7,2,0,0,12,17,11,6,1,1,28,17,5,1,19,12,3,2,330,427,0,0,15,31,113,79,69,44,1,0,23-24,1.05,0.59,13,26,1,1,04.02.2024 15:00,Welch R. (Eng),Vitality Stadium (Bournemouth),11 307,11 200,Vitality Stadium,Bournemouth,Dean Court,Bournemouth,Bournemouth,1910,,11307,105.0,68.0,50°44′07″N,1°50′18″W,-1.8383333333333332,50.73527777777778,2024-02-04T15:00,11.3,0.0,27.1,86,100,2
915,Chelsea,Wolves,2,4,04.02.2024 15:00,23,64,36,15,14,6,7,9,7,0,0,11,16,10,1,3,0,22,16,3,4,15,11,3,2,637,356,0,0,13,18,136,65,68,31,0,0,23-24,1.94,2.01,12,26,2,4,04.02.2024 15:00,Robinson T. (Eng),Stamford Bridge (London),40 341,39 628,Stamford Bridge,London,Stamford Bridge,Chelsea,London,1877,,40173,103.0,67.5,51°28′54″N,000°11′28″W,-0.1911111111111111,51.48166666666667,2024-02-04T15:00,12.7,0.0,27.6,81,100,6
916,Manchester Utd,West Ham,3,0,04.02.2024 15:00,23,51,49,12,22,5,3,7,19,0,0,5,11,5,8,1,0,13,19,3,2,10,5,0,1,528,482,0,0,18,16,97,101,46,67,0,0,23-24,0.81,1.74,23,18,3,0,04.02.2024 15:00,Madley A. (Eng),Old Trafford (Manchester),75 635,73 612,Old Trafford,Manchester,Old Trafford,Manchester Utd,Manchester,1910,,74031,105.0,68.0,53°27′47″N,002°17′29″W,-2.2913888888888887,53.46305555555556,2024-02-04T15:00,12.1,0.3,33.0,79,100,3
917,Sheffield Utd,Aston Villa,0,5,03.02.2024 18:30,23,34,66,10,14,5,10,5,4,0,0,7,16,3,4,6,0,14,17,5,5,10,7,1,0,353,633,0,0,17,8,76,103,30,34,0,0,23-24,1.27,2.34,13,12,0,5,03.02.2024 18:30,Tierney P. (Eng),Bramall Lane (Sheffield),32 050,-1,Bramall Lane,Sheffield,Bramall Lane,Sheffield Utd,Sheffield,1855,,32050,101.0,68.0,53°22′13″N,001°28′15″W,-1.4708333333333334,53.37027777777778,2024-02-03T18:30,8.5,0.1,15.6,84,100,5
918,Brighton,Crystal Palace,4,1,03.02.2024 16:00,23,69,31,13,7,6,5,7,2,0,0,16,10,3,2,2,2,14,17,4,2,8,14,1,3,870,389,0,0,23,16,117,77,33,21,0,0,23-24,1.68,0.32,3,7,4,1,03.02.2024 16:00,Hooper S. (Eng),Amex Stadium (Brighton),31 876,31 345,Amex Stadium,Brighton,Falmer Stadium,Brighton,Falmer,2011,,31876,105.0,68.0,50°51′42.56″N,00°04′59.8″W,-0.0832777777777777,50.86182222222222,2024-02-03T16:00,9.9,0.0,24.2,93,100,5
919,Burnley,Fulham,2,2,03.02.2024 16:00,23,44,56,12,15,4,7,8,8,0,0,8,12,2,13,1,1,27,31,5,2,11,7,2,2,382,489,0,0,15,10,116,102,40,48,0,0,23-24,1.72,1.21,30,21,2,2,03.02.2024 16:00,Bond D. (Eng),Turf Moor (Burnley),22 546,20 203,Turf Moor,Burnley,Turf Moor,Burnley,Burnley,1883,,21744,105.0,68.0,53°47′21″N,2°13′49″W,-2.230277777777778,53.78916666666667,2024-02-03T16:00,7.4,0.0,24.2,81,42,4
920,Newcastle,Luton,4,4,03.02.2024 16:00,23,54,46,19,11,6,8,13,3,0,0,16,13,8,2,0,0,19,12,4,2,13,16,2,2,431,379,0,0,26,14,113,95,60,41,0,0,23-24,2.17,1.99,8,34,4,4,03.02.2024 16:00,Bramall T. (Eng),St. James' Park (Newcastle),52 305,52 211,St. James' Park,Newcastle,St James' Park,Newcastle,Newcastle upon Tyne,1880,,52257,105.0,68.0,54°58′32″N,001°37′18″W,-1.6216666666666666,54.97555555555556,2024-02-03T16:00,8.4,0.0,21.7,73,68,8
921,Everton,Tottenham,2,2,03.02.2024 13:30,23,43,57,14,9,5,6,9,3,0,0,13,12,9,5,5,1,27,27,4,3,8,14,3,0,347,495,0,0,25,22,126,97,68,39,0,0,23-24,2.49,0.9,14,28,2,2,03.02.2024 13:30,Oliver M. (Eng),Goodison Park (Liverpool),39 572,39 321,Goodison Park,Liverpool,Goodison Park,Everton,Liverpool,1892,,39414,100.48,68.0,53°26′20″N,002°57′59″W,-2.966388888888889,53.43888888888888,2024-02-03T13:30,8.9,0.0,19.9,80,100,4
